Season,Tournament Name,Date,Tournament Class,Match,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Herresingle,,Jiawen Shi,,Trygve Ellingsen,"19/21,21/14,21/14",Jiawen Shi,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Herresingle,,Karl Ødegård,,Trygve Ellingsen,"21/23,21/17,21/13",Karl Ødegård,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Herresingle,,Karl Ødegård,,Jiawen Shi,"21/17,21/18",Karl Ødegård,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Damesingle,,Mette Skjævesland Pedersen,,Tyra Friisenfeldt,"21/16,11/21,23/21",Mette Skjævesland Pedersen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Damesingle,,Tyra Friisenfeldt,,Cecilie Li,"21/16,21/17",Tyra Friisenfeldt,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN A,Damesingle,,Mette Skjævesland Pedersen,,Iris Hagen,"21/11,21/13",Mette Skjævesland Pedersen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Otten,,Bjørn Idar Friisenfeldt,"21/13,21/14",Stian Otten,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Bjørn Idar Friisenfeldt,,Stian Ruud-Larsen,"21/15,21/15",Bjørn Idar Friisenfeldt,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Otten,,Lars Kjærland,"21/18,21/17",Stian Otten,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Lars Kjærland,,Anilkumar Unnithan,"21/17,21/13",Lars Kjærland,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Otten,,Anders Bellesen,"17/21,21/15,21/19",Stian Otten,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Anders Bellesen,,Anilkumar Unnithan,"21/11,21/13",Anders Bellesen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Lars Kjærland,,Anders Bellesen,"21/9,18/21,22/20",Lars Kjærland,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Otten,,Anilkumar Unnithan,"21/7,21/9",Stian Otten,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Ruud-Larsen,,Andre Heim,"21/19,21/14",Stian Ruud-Larsen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Stian Ruud-Larsen,,Agus Darmawan,"21/15,21/15",Stian Ruud-Larsen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Agus Darmawan,,Andre Heim,"21/12,21/13",Agus Darmawan,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Bjørn Idar Friisenfeldt,,Marius Kjellqvist,"21/16,21/19",Bjørn Idar Friisenfeldt,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Marius Kjellqvist,,Stian Ekroll Glenne,"19/21,21/11,21/18",Marius Kjellqvist,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Herresingle,,Bjørn Idar Friisenfeldt,,Stian Ekroll Glenne,"21/18,22/20",Bjørn Idar Friisenfeldt,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Damesingle,,Margrethe Schrøder-Nielsen,,Maurina Adriana,"21/9,21/8",Margrethe Schrøder-Nielsen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Damesingle,,Maiken Kjellesvik Skjørholm,,Sara Bellesen,"21/17,13/21,21/14",Maiken Kjellesvik Skjørholm,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Damesingle,,Maiken Kjellesvik Skjørholm,,Maurina Adriana,"21/10,21/15",Maiken Kjellesvik Skjørholm,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Damesingle,,Margrethe Schrøder-Nielsen,,Sara Bellesen,"21/14,21/18",Margrethe Schrøder-Nielsen,
2017/2018,Brodd Vårstikket 2018,10.03.2018,SEN C,Damesingle,,Sara Bellesen,,Maurina Adriana,"21/12,22/20",Sara Bellesen,
