Season,Tournament Name,Date,Tournament Class,Match,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Hem,,Jørgen Rosenlund,"21/16,19/21,21/19",Carl Christian Hem,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Hem,,Tobias Krømke,"21/9,21/11",Carl Christian Hem,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Jørgen Rosenlund,,Karel Eriksson,"21/19,18/21,24/22",Jørgen Rosenlund,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Møller Jacobsen,,Tommy Helander,"21/14,19/21,21/13",Carl Christian Møller Jacobsen,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Tobias Krømke,,Ole Herman Imset,"21/14,21/18",Tobias Krømke,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Tobias Krømke,,Carl Christian Møller Jacobsen,"21/16,24/22",Tobias Krømke,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Jørgen Rosenlund,,Tommy Helander,"21/11,21/19",Jørgen Rosenlund,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Jørgen Rosenlund,,Carl Christian Møller Jacobsen,"21/8,21/17",Jørgen Rosenlund,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Tommy Helander,,Ole Herman Imset,"21/13,22/20",Tommy Helander,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Møller Jacobsen,,Ole Herman Imset,"10/21,24/22,21/16",Carl Christian Møller Jacobsen,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Tobias Krømke,,Jørgen Rosenlund,"16/21,21/14,21/18",Tobias Krømke,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Tobias Krømke,,Tommy Helander,"21/17,21/9",Tobias Krømke,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Jørgen Rosenlund,,Ole Herman Imset,"22/20,21/11",Jørgen Rosenlund,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Karel Eriksson,,Tomasz Koryl,"21/17,21/15",Karel Eriksson,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Hem,,Tomasz Koryl,"21/16,21/12",Carl Christian Hem,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Karel Eriksson,,Carl Christian Hem,"21/17,20/22,21/19",Karel Eriksson,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Joel Collard,,Tomasz Koryl,"21/11,21/18",Joel Collard,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Karel Eriksson,,Joel Collard,"21/15,21/10",Karel Eriksson,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN E,Herresingle,,Carl Christian Hem,,Joel Collard,"21/14,21/18",Carl Christian Hem,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN B,Herresingle,,Viktor P. Nordberg,,Afiz Arif,"17/12,10/17,17/12",Viktor P. Nordberg,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN B,Herresingle,,Viktor P. Nordberg,,Christoffer Hamnes,"13/17,17/11,17/13",Viktor P. Nordberg,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN B,Herresingle,,Afiz Arif,,Johannes Orri Olafsson,"17/15,12/17,17/9",Afiz Arif,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN B,Herresingle,,Christoffer Hamnes,,Kristen Grødal,"17/10,17/14",Christoffer Hamnes,
2014/2015,Sandefjord SaBK Open,24.01.2015,SEN B,Herresingle,,Viktor P. Nordberg,,Marit Ulmo,"17/16,15/17,17/12",Viktor P. Nordberg,
