Plass.,Spiller-Id,Navn,Klasse,Poeng
1,103497,"Jonas Østhassel, Kristiansand",E,1592
2,102612,"Mattias Xu, Bergen",E,1092
3,100729,"Jørgen Rosenlund, Moss",E,720
4,102611,"Vegard Rikheim, Frogner",E,685
5,101992,"Sturla Flåten Jørgensen, Haugerud",E,570
6,102642,"Torjus Flåtten, Klemetsrud",E,512
7,107547,"Petter Tryland Laheld, NTNUI",A,464
8,102932,"Mads Marum, Kristiansand",A,453
9,102905,"Carl Christian Mork, Haugerud",A,452
10,105825,"Mathias Ji Hong, Bergen",A,416
11,105509,"Keveen Kumar Balasingam, Sotra",A,392
12,107744,"Andreas Andersen Roksvåg, Grimstad",A,390
13,101914,"Thomas Pedersen, Ålesund",A,324
14,101103,"Fredrik Kristensen, Moss",A,321
15,103539,"Amund Rikheim Huus, Bergen",A,312
16,107916,"Benjamin Rølvåg, Nesna",A,296
17,109614,"Brynjar Hus, Bergen",A,274
18,107133,"Sander Østhassel, Kristiansand",A,265
19,106465,"John Nguyen, OSI",A,264
20,102819,"Carl Christian Møller Jacobsen, Sandefjord",A,252
21,100310,"Fredrik Lian, Norborg",A,248
22,105314,"Thomas Barth, Bergen",A,246
23,102378,"Øyvind W. Selboe, Trondheim",A,242
24,106633,"Haakon Lærkerød Jelsness, Moss",A,234
25,111907,"Gonçalo Ribeiro, Norborg",A,228
26,107653,"Boyan Yu, NTNUI",A,224
27,113813,"Oliver George Creese, Trondheim",A,212
28,113008,"Kenneth Bayeng Sanglay, OSI",A,208
28,108642,"Andy Hang, OSI",A,208
30,100677,"Robert Sulebakk, Ålesund",A,206
31,107597,"Kevin Elson, Kristiansand",A,200
32,113335,"Kenneth salvadhoor, Moss",A,198
33,110836,"Jakob Langeland Risa, Sotra",A,190
34,105802,"Jiawen Shi, OSI",A,188
35,100746,"Nils Even Urkedal, Norborg",A,184
36,102646,"Tobias Krømke, Sandefjord",A,180
36,100411,"Magnus Christensen, Frogner",A,180
38,107635,"Martin Enghaug, Moss",A,174
39,110585,"Johan Zang, Bærum",A,172
40,105891,"Carlo Alonzo Agustin, Mandal",A,170
41,110837,"Ole Kristian Lie , Sotra",A,164
42,100996,"Arben Holstad, Vestre Aker",A,161
43,100160,"Tore Groven, Klæbu",A,160
43,113891,"Gabriel Pettersen Engelberg, Moss",A,160
45,104247,"Anders Haugland, NTNUI",A,156
46,104852,"Isak L. Hasselvold, Grong",A,154
46,109570,"Varun Manikandan, Sandefjord",A,154
48,108737,"Manas Dubey, NTNUI",A,150
49,104945,"Michael White, Bergen",B,146
50,115882,"Martin Feussner, Djerv",B,142
51,106876,"Kristoffer Brandsås Berg, Trondheim",B,138
52,113062,"Deeptanshu Toka, Haugerud",B,136
53,109193,"Magnus Tjøm, Klemetsrud",B,130
54,105721,"Bharath Kumar Balasingam, Bergen",B,128
54,100189,"Sigve Hallager, Grong",B,128
56,109876,"Kristoffer Kielland Rædergård, Trondheim",B,126
57,114030,"Bryan Javier Matland, Moss",B,121
58,108078,"Ole Petter Øren, Gullvikmoen",B,120
59,113455,"Erling Homme, OSI",B,112
60,110635,"Aslak Smith, Kristiansand",B,110
61,105620,"Vegar Næss, Hammerfest",B,104
62,106092,"Kai Roger Stensen, Grong",B,102
63,116297,"Shubham, Moss",B,98
64,109688,"Aleksander Jakovlevs, Haugerud",B,96
65,109856,"Albert Aasheim-Engen, Frogner",B,92
65,110107,"William Aaberg Rølvåg, Nesna",B,92
65,108668,"Christer Andersen, Mandal",B,92
