Plass.,Spiller-Id,Navn,Klasse,Poeng
1,100003,"Helene Abusdal, Kristiansand",E,1272
2,102275,"Natalie Kristensen, Moss",E,1152
3,102422,"Solvår S Flåten Jørgensen, Moss",E,928
4,102533,"Elisa Wiborg, Haugerud",E,920
5,101149,"Marit Ulmo, Sandefjord",E,664
6,101948,"Helene Håkonsen Søgaard, Asker",E,596
7,104421,"Malin Andersson, Haugerud",A,468
8,101294,"Sonja Wåland, Kristiansand",A,460
9,101262,"Hege Leirud, Frogner",A,428
10,100681,"Jeanette Svendsen, Vestre Aker",A,416
11,102635,"Marie Christensen, Frogner",A,344
12,100900,"Christiane Dahl Nielsen, Stavanger",A,338
13,102928,"Marlene Wåland, Kristiansand",A,308
14,103291,"Emilie Faarup Storvik, NTNUI",A,296
15,104016,"Elisabeth Pape, Stavanger",A,264
16,104509,"Vera Botcharova Ellingsen, Bergen",A,262
17,104913,"Karolina Odin Bolstad, Vestre Aker",A,251
18,103145,"Emma Wåland, Kristiansand",A,250
19,101285,"Randi Selle, Stavanger",A,248
20,102274,"Thea Johansen, Nøtterøy",A,244
21,102269,"Linn Lilian Stenrud, Ullevål",A,240
22,108394,"Alda Karen Jònsdòttir, Sandefjord",A,232
23,103445,"Lovise Krogsæter, OSI",A,224
24,102468,"Marthe Skaug, Frogner",A,222
25,103531,"Cecilie Li, Haugerud",A,217
26,105315,"Trine Sperre, Ålesund",A,204
27,101308,"Marit Lillelien, Asker",A,198
28,101510,"Anita Olsen, Verdal",A,196
29,109386,"Gitte Paulsen, Danmark",A,192
30,103400,"Rie Salbo, Kristiansand",A,189
31,100628,"Sissel W. Schmidt, Ålesund",A,188
31,101691,"Tiril Kristine Tanum, NTNUI",A,188
33,103101,"Frida Sotnes Hamang, Bærum",A,177
34,103339,"Ida Høyland W., Frogner",A,176
35,100899,"Randi Ulla Nogva, Norborg",A,174
36,102987,"Stine Andersen, Moss",A,172
37,103102,"Emilie Sotnes Hamang, Frogner",A,160
38,102142,"Sara Hvidsten, Grimstad",A,158
39,104960,"Karoline Lerengen, Tromsø",A,156
40,104546,"Henny Lyfjell, Frogner",A,152
41,100950,"Heidi Larsson Kleveland, Vestre Aker",A,150
42,101148,"Svenja Tyrhardt, Karmøy",B,149
43,100357,"Sophie Owen-Davies, Frogner",B,144
44,101190,"Mari Helene Bøe, Sandefjord",B,142
44,102167,"Malin Solberg, Grong",B,142
46,101509,"Hilde Vatterholm, Verdal",B,136
46,103520,"Thea Tønnesen, Kristiansand",B,136
48,103494,"Rikke Østhassel, Kristiansand",B,134
49,104936,"Silje V. Kruksve Aasland, Leksvik",B,130
50,100437,"Inger Margrethe Midtlid, Ålesund",B,122
50,101080,"Elisabeth Thrane, Trondheim",B,122
52,100373,"Hanna B. Kværnø, Grong",B,114
53,102960,"Irina Benedicte Eklund, Nøtterøy",B,112
53,100030,"Kari H. Berntsen, Bygdø",B,112
55,105219,"Mei Yang, Vestre Aker",B,107
56,102182,"Ulla Faarup, Bærum",B,100
57,104884,"Rikke Karlsen, Kristiansand",B,99
58,102451,"Marie Fiskum, Grong",B,95
59,105826,"Aimee Hong, Haugerud",B,94
60,102703,"Karoline Kaldheim, Karmøy",B,92
61,101479,"Camilla Aadland, Stord",B,90
61,105282,"Iris Carrascal Simonsen, NTNUI",B,90
