Plass.,Spiller-Id,Navn,Klasse,Poeng
1,102438,"Peter Rønn Stensæth, Vestre Aker",E,1160
2,102642,"Torjus Flåtten, Frogner",E,812
3,104510,"Markus Barth, Bergen",E,760
4,102612,"Mattias Xu, Frogner",E,608
5,102611,"Vegard Rikheim, Frogner",E,596
6,102932,"Mads Marum, Kristiansand",E,552
7,104286,"Ludvig Smith-Meyer, Sandefjord",A,490
8,109474,"Ikmal Hussain Jaafar, Kristiansand",A,461
9,105721,"Bharath Kumar Balasingam, Bergen",A,424
10,100729,"Jørgen Rosenlund, Moss",A,416
11,104937,"Danila Gataullin, Kristiansand",A,412
12,100664,"Geir Storvik, Bærum",A,312
13,103539,"Amund Rikheim Huus, Frogner",A,292
14,100540,"Pål Endre Pedersen, Haugerud",A,258
15,113317,"Christian Dalsgaard, Danmark",A,256
16,107547,"Petter Tryland Laheld, Vestre Aker",A,248
17,100996,"Arben Holstad, Vestre Aker",A,220
18,102646,"Tobias Krømke, Sandefjord",A,217
19,105509,"Keveen Kumar Balasingam, Sotra",A,216
20,104945,"Michael White, Bergen",A,214
21,103497,"Jonas Østhassel, Kristiansand",A,210
22,104643,"Simen Lexander, Askøy",A,190
23,105891,"Carlo Alonzo Agustin, Mandal",A,184
24,105991,"Jonas Ruud Tuskin, Moss",A,171
25,106155,"Andreas Holmedal, Askøy",A,170
26,104579,"Fredrik Skånøy, Rissa",A,168
27,113020,"Manuel Vázquez , Bergen",A,164
28,100773,"Karl Ødegård, Bergen",A,160
29,106807,"Trygve Ellingsen, Kristiansand",A,152
29,107653,"Boyan Yu, NTNUI",A,152
31,102488,"Lasse Nyheim, Tromsø",B,148
32,113008,"Kenneth Bayeng Sanglay, OSI",B,133
33,100343,"Steinar Klausen, Moss",B,131
34,109418,"Robert Barø, Trondheim",B,126
35,108907,"Martin Hyllestad, Trondheim",B,124
36,110024,"Bjørn Deron, Oppegård IL",B,120
36,101358,"Petter Svendsen, Trondheim",B,120
38,108648,"Adrian Storhaug, Bergen",B,118
39,100702,"Thor Christian Tallaksen, Mandal",B,114
40,107859,"Magnus Knapperholen, OSI",B,112
40,107597,"Kevin Elson, Kristiansand",B,112
42,100611,"Amund Skavhaug, Trondheim",B,110
42,102291,"Anders Leirud, Frogner",B,110
44,104852,"Isak L. Hasselvold, Grong",B,108
44,100084,"Rune Oterhals, Trondheim",B,108
46,111907,"Gonçalo Ribeiro, Ålesund",B,104
46,106092,"Kai Roger Stensen, Grong",B,104
46,102261,"Petter Karlsen Wåltorp, Djerv",B,104
49,106837,"Petter Berntsen, Bergen",B,103
50,108630,"Hermod Holte Haugland , Kristiansand",B,102
51,108999,"Andreas Nordhøy, Grong",B,100
51,100471,"Nauman Majid, Haugerud",B,100
53,102897,"Erlend Kruksve, Bergen",B,98
54,104952,"Erlend Engesæter Bognøy, Sotra",B,96
54,110721,"Simon Roland Birkvad, OSI",B,96
54,107744,"Andreas Andersen Roksvåg, Kristiansand",B,96
57,108197,"Khiem  Duc Nguyen, Asker",B,92
57,109193,"Magnus Tjøm, Moss",B,92
