Plass.,Spiller-Id,Navn,Klasse,Poeng
1,103497,"Jonas Østhassel, Kristiansand",E,1056
2,102642,"Torjus Flåtten, Klemetsrud",E,772
3,101103,"Fredrik Kristensen, Moss",E,700
4,105825,"Mathias Ji Hong, Haugerud",E,620
5,107547,"Petter Tryland Laheld, NTNUI",A,492
6,102611,"Vegard Rikheim, Frogner",A,480
7,102612,"Mattias Xu, Bergen",A,476
8,101992,"Sturla Flåten Jørgensen, Haugerud",A,452
9,102932,"Mads Marum, Kristiansand",A,400
10,116297,"Shubham, Moss",A,388
11,105314,"Thomas Barth, Bergen",A,384
12,106465,"John Nguyen, OSI",A,364
13,102378,"Øyvind W. Selboe, Trondheim",A,356
14,106633,"Haakon Lærkerød Jelsness, Moss",A,344
15,106092,"Kai Roger Stensen, Trondheim",A,340
15,102905,"Carl Christian Mork, Haugerud",A,340
17,102819,"Carl Christian Møller Jacobsen, Sandefjord",A,332
18,106464,"Theodor Fjelldal, Haugerud",A,320
19,100729,"Jørgen Rosenlund, Moss",A,316
19,105802,"Jiawen Shi, Bærum",A,316
21,109659,"Sebastian Reijnen, Kristiansand",A,310
22,107705,"Advait Mital, Bærum",A,304
23,107744,"Andreas Andersen Roksvåg, Kristiansand",A,296
23,105509,"Keveen Kumar Balasingam, Sotra",A,296
23,104937,"Danila Gataullin, Kristiansand",A,296
26,107132,"Filip Bøhn , Kristiansand",A,288
27,110205,"Mathias Wong, Kristiansand",A,282
28,111148,"Heine Lam Nybakk, Sotra",A,280
29,113813,"Oliver George Creese, Trondheim",A,266
30,100746,"Nils Even Urkedal, Norborg",A,264
30,100310,"Fredrik Lian, Norborg",A,264
32,105794,"Jan Malamant, OSI",A,260
33,107133,"Sander Østhassel, Kristiansand",A,248
34,110340,"Kristoffer Sveen Hjertholm, Karmøy",A,244
35,105827,"Kenneth Larsen, Askøy",A,240
36,111907,"Gonçalo Ribeiro, Norborg",A,234
37,100677,"Robert Sulebakk, Ålesund",A,232
