Plass.,Spiller-Id,Navn,Klasse,Poeng
1,100204,"Cathrine Fossmo, Moss",E,1024
2,102463,"Vilde Espeseth, Kristiansand",E,984
3,102274,"Thea Johansen, Nøtterøy",E,912
4,102928,"Marlene Wåland, Kristiansand",E,816
5,102269,"Linn Lilian Stenrud, Ullevål",E,744
6,102533,"Elisa Wiborg, Haugerud",E,648
7,102960,"Irina Benedicte Eklund, Nøtterøy",E,548
8,100357,"Sophie Owen-Davies, Frogner",A,472
9,101285,"Randi Selle, Stavanger",A,388
10,103101,"Frida Sotnes Hamang, Bærum",A,360
11,100717,"Berit Thyness, Haugerud",A,356
12,102468,"Marthe Skaug, Frogner",A,344
13,102033,"Charlotte Leinan, Kristiansand",A,304
14,103445,"Lovise Krogsæter, OSI",A,296
15,104421,"Malin Andersson, Haugerud",A,292
16,103102,"Emilie Sotnes Hamang, Frogner",A,290
17,103531,"Cecilie Li, Haugerud",A,270
18,103291,"Emilie Faarup Storvik, NTNUI",A,256
19,100900,"Christiane Dahl Nielsen, Stavanger",A,254
20,101148,"Svenja Hodne, Karmøy",A,232
20,101308,"Marit Lillelien, Asker",A,232
22,102635,"Marie Christensen, Frogner",A,222
23,103924,"Ronja H. Thorstensen, Moss",A,218
24,100113,"Gunn Fiskergaard, Ålesund",A,216
25,102056,"Hege Malene Ulstein, Vestre Aker",A,196
26,101065,"Marie Wåland, Kristiansand",A,176
26,100373,"Hanna B. Kværnø, Grong",A,176
26,104546,"Henny Lyfjell, Frogner",A,176
29,105069,"Anne-Liv Lie, Sotra",A,166
30,100950,"Heidi Larsson Kleveland, Vestre Aker",A,152
31,108394,"Alda Karen Jònsdòttir, Sandefjord",B,148
31,104960,"Karoline Lerengen, Tromsø",B,148
33,104884,"Rikke Karlsen, Kristiansand",B,146
34,101149,"Marit Ulmo, Sandefjord",B,144
35,107054,"Julie Grande Ødegårdstuen, Moss",B,140
35,101446,"Ingrid Rønningen Stav, Pillarguri",B,140
37,100003,"Helene Abusdal, Kristiansand",B,136
38,103139,"Kathrine Sellevoll, Vestre Aker",B,134
38,101342,"Runa Korshavn, Trondheim",B,134
40,104509,"Vera Botcharova Ellingsen, Bergen",B,132
41,104016,"Elisabeth Pape, Stavanger",B,124
42,102703,"Karoline Kaldheim, Karmøy",B,121
43,100989,"Ida C. Pedersen, Moss",B,116
44,103246,"Kristine Haakonseth, Sandefjord",B,114
45,101508,"Ina Helland, Tromsø",B,108
46,100499,"Helene Norland, Asker",B,107
47,104828,"Vilde Morvik Ekerhovd, Sotra",B,106
48,100830,"Charlotte Aase, Bærum",B,105
49,100158,"Britt Grindland, Grimstad",B,102
50,103339,"Ida Høyland W., Frogner",B,100
51,101691,"Tiril Kristine Tanum, NTNUI",B,98
52,107473,"Faranak Kheirabadi, Fredrikstad BK",B,94
53,104270,"Sofia Louis Macsali, Bergen",B,90
53,106949,"Marijke Taverne, Sædalen",B,90
55,106482,"Jenny Rajkumar, Frogner",B,88
56,100437,"Inger Margrethe Midtlid, Ålesund",B,84
56,102063,"Toril Elise Ulvang, Bergen",B,84
58,101190,"Mari Helene Bøe, Sandefjord",B,80
59,106220,"Camilla Stokkaune, NTNUI",B,78
60,104091,"Anne-Margrethe Ulla Staurset, Norborg",B,76
60,102451,"Marie Fiskum, Grong",B,76
60,108669,"Paula Szalai, Vestre Aker",B,76
60,107008,"Randi Rolvsjord, Askøy",B,76
60,101479,"Camilla Aadland, Stord",B,76
65,107080,"Nordis Østerås Sandberg, Verdal",B,74
66,107005,"Elisabeth Vatnehol Straumsheim, Sykkylven",B,72
66,109159,"Katrin Dätwyler, NTNUI",B,72
68,102167,"Malin Solberg, Grong",B,70
68,105315,"Trine Sperre, Ålesund",B,70
68,100553,"Jorunn Rasmussen, Grimstad",B,70
71,104936,"Silje V. Kruksve Aasland, Leksvik",B,68
72,103446,"Ingeborg Krogsæter, Karmøy",B,66
73,103662,"Siv Dyrkolbotn, Bergen",B,65
73,102275,"Natalie Kristensen, Moss",B,65
75,102924,"Kristina Andersen, Kristiansand",B,64
75,104555,"Nora Lindland, NTNUI",B,64
75,105219,"Mei Yang, Vestre Aker",B,64
75,100862,"Anne Klyve, Asker",B,64
79,100097,"Terese Owesen, Frogner",B,61
79,105901,"Silje Lindseth, Sotra",B,61
81,102142,"Sara Hvidsten, Grimstad",B,60
82,102163,"Anja Olsen, Frogner",B,58
