Season,Tournament Name,Date,Tournament Class,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,André Wiese Ellingsen,,Stian Wiese Ellingsen,"21/15,24/22",André Wiese Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Inge Mosti,,Fred Olaf Sørensen,"21/0,21/0",Inge Mosti,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Robert Eriksen,"21/16,21/13",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Robert Eriksen,,André Wiese Ellingsen,"21/11,21/13",Robert Eriksen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Robert Eriksen,,Inge Mosti,"23/21,21/6",Robert Eriksen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Inge Mosti,,André Wiese Ellingsen,"21/15,21/5",Inge Mosti,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Stian Wiese Ellingsen,"21/3,21/7",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Fred Olaf Sørensen,,Stian Wiese Ellingsen,"18/21,21/15,21/8",Fred Olaf Sørensen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Fred Olaf Sørensen,"21/11,21/11",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,André Wiese Ellingsen,,Stian Wiese Ellingsen,"21/15,24/22",André Wiese Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Inge Mosti,,Fred Olaf Sørensen,"21/0,21/0",Inge Mosti,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Robert Eriksen,"21/16,21/13",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Robert Eriksen,,André Wiese Ellingsen,"21/11,21/13",Robert Eriksen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Robert Eriksen,,Inge Mosti,"23/21,21/6",Robert Eriksen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Inge Mosti,,André Wiese Ellingsen,"21/15,21/5",Inge Mosti,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Stian Wiese Ellingsen,"21/3,21/7",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Fred Olaf Sørensen,,Stian Wiese Ellingsen,"18/21,21/15,21/8",Fred Olaf Sørensen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN C,,Mariann Andreassen,,Fred Olaf Sørensen,"21/11,21/11",Mariann Andreassen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Kennet Hellesund Ellingsen,,Rebekka Hesjedal,"21/10,21/9",Kennet Hellesund Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Linn Lie Andersen,"21/5,21/9",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Kennet Hellesund Ellingsen,"21/7,21/12",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Rebekka Hesjedal,,Linn Lie Andersen,"21/9,21/5",Rebekka Hesjedal,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Kennet Hellesund Ellingsen,,Linn Lie Andersen,"21/18,21/16",Kennet Hellesund Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Rebekka Hesjedal,"21/13,21/13",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Kennet Hellesund Ellingsen,,Rebekka Hesjedal,"21/10,21/9",Kennet Hellesund Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Linn Lie Andersen,"21/5,21/9",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Kennet Hellesund Ellingsen,"21/7,21/12",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Rebekka Hesjedal,,Linn Lie Andersen,"21/9,21/5",Rebekka Hesjedal,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,Kennet Hellesund Ellingsen,,Linn Lie Andersen,"21/18,21/16",Kennet Hellesund Ellingsen,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN D,,PHANI KIRAN AKELLA,,Rebekka Hesjedal,"21/13,21/13",PHANI KIRAN AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,Rafael Niroshan,"21/16,19/21,21/18",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,YUVANASVA AKELLA,,Elisabeth Lie,"21/15,21/16",YUVANASVA AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,YUVANASVA AKELLA,"21/10,21/10",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Rafael Niroshan,,Elisabeth Lie,"21/3,21/8",Rafael Niroshan,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,Elisabeth Lie,"21/12,21/12",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Rafael Niroshan,,YUVANASVA AKELLA,"21/16,21/15",Rafael Niroshan,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,Rafael Niroshan,"21/16,19/21,21/18",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,YUVANASVA AKELLA,,Elisabeth Lie,"21/15,21/16",YUVANASVA AKELLA,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,YUVANASVA AKELLA,"21/10,21/10",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Rafael Niroshan,,Elisabeth Lie,"21/3,21/8",Rafael Niroshan,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Ethan Soham,,Elisabeth Lie,"21/12,21/12",Ethan Soham,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,U11 A,,Rafael Niroshan,,YUVANASVA AKELLA,"21/16,21/15",Rafael Niroshan,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Kjetil Ragde,"21/8,21/12",Mats Lervåg,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Sigbjørn Honve,,Kjetil Ragde,"21/6,21/11",Sigbjørn Honve,
2020/2021,Bergen North Sea Cup 2020,24.10.2020,SEN A,,Mats Lervåg,,Sigbjørn Honve,"21/11,11/21,21/18",Mats Lervåg,
