Season,Tournament Name,Date,Tournament Class,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Carlo Alonzo Agustin,"21/9,21/6",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Tobias Krømke,"21/14,21/11",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Carl Christian Møller Jacobsen,"21/16,24/22",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Martin Grøtterød,"21/14,21/10",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Jan Frode Neverdal,"21/11,27/25",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Trond Atle Syvertsen,"21/10,21/6",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Marius Imset,"21/7,21/19",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Trond Atle Syvertsen,,Torben Thomsen,"22/20,19/21,21/12",Trond Atle Syvertsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Bobby Bahtikar,"21/8,21/8",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Torben Thomsen,"21/7,21/15",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Trond Atle Syvertsen,,Bobby Bahtikar,"21/16,21/4",Trond Atle Syvertsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Torben Thomsen,,Bobby Bahtikar,"21/10,21/14",Torben Thomsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Trond Atle Syvertsen,"21/10,21/5",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Marius Imset,,Thomas Holdbakk,"21/3,21/3",Marius Imset,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Andreas Møyland,"21/14,21/13",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Thomas Holdbakk,"21/7,21/19",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Marius Imset,,Andreas Møyland,"21/16,21/13",Marius Imset,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Andreas Møyland,,Thomas Holdbakk,"21/19,21/8",Andreas Møyland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Marius Imset,"21/13,21/14",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Robert Malo,,Kristoffer Robin Olsen,"14/21,21/17,22/20",Robert Malo,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Martin Grøtterød,"21/12,21/14",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Kristoffer Robin Olsen,"21/11,21/10",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Martin Grøtterød,,Robert Malo,"21/12,21/14",Martin Grøtterød,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Martin Grøtterød,,Kristoffer Robin Olsen,"21/14,21/15",Martin Grøtterød,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Robert Malo,"21/7,21/11",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Jan Frode Neverdal,,Petter Tryland Laheld,"21/4,21/14",Jan Frode Neverdal,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Henrik Smittil Høksnes,"21/13,21/9",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Jan Frode Neverdal,"21/15,21/15",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Petter Tryland Laheld,,Henrik Smittil Høksnes,"21/10,21/19",Petter Tryland Laheld,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Jan Frode Neverdal,,Henrik Smittil Høksnes,"21/9,21/8",Jan Frode Neverdal,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Petter Tryland Laheld,"21/6,21/9",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Carlo Alonzo Agustin,"21/9,21/6",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Tobias Krømke,"21/14,21/11",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Carl Christian Møller Jacobsen,"21/16,24/22",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Martin Grøtterød,"21/14,21/10",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Jan Frode Neverdal,"21/11,27/25",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Trond Atle Syvertsen,"21/10,21/6",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Marius Imset,"21/7,21/19",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Trond Atle Syvertsen,,Torben Thomsen,"22/20,19/21,21/12",Trond Atle Syvertsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Bobby Bahtikar,"21/8,21/8",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Torben Thomsen,"21/7,21/15",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Trond Atle Syvertsen,,Bobby Bahtikar,"21/16,21/4",Trond Atle Syvertsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Torben Thomsen,,Bobby Bahtikar,"21/10,21/14",Torben Thomsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Ikmal Hussain Jaafar,,Trond Atle Syvertsen,"21/10,21/5",Ikmal Hussain Jaafar,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Marius Imset,,Thomas Holdbakk,"21/3,21/3",Marius Imset,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Andreas Møyland,"21/14,21/13",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Thomas Holdbakk,"21/7,21/19",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Marius Imset,,Andreas Møyland,"21/16,21/13",Marius Imset,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Andreas Møyland,,Thomas Holdbakk,"21/19,21/8",Andreas Møyland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Tobias Krømke,,Marius Imset,"21/13,21/14",Tobias Krømke,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Robert Malo,,Kristoffer Robin Olsen,"14/21,21/17,22/20",Robert Malo,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Martin Grøtterød,"21/12,21/14",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Kristoffer Robin Olsen,"21/11,21/10",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Martin Grøtterød,,Robert Malo,"21/12,21/14",Martin Grøtterød,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Martin Grøtterød,,Kristoffer Robin Olsen,"21/14,21/15",Martin Grøtterød,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carlo Alonzo Agustin,,Robert Malo,"21/7,21/11",Carlo Alonzo Agustin,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Jan Frode Neverdal,,Petter Tryland Laheld,"21/4,21/14",Jan Frode Neverdal,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Henrik Smittil Høksnes,"21/13,21/9",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Jan Frode Neverdal,"21/15,21/15",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Petter Tryland Laheld,,Henrik Smittil Høksnes,"21/10,21/19",Petter Tryland Laheld,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Jan Frode Neverdal,,Henrik Smittil Høksnes,"21/9,21/8",Jan Frode Neverdal,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN E,,Carl Christian Møller Jacobsen,,Petter Tryland Laheld,"21/6,21/9",Carl Christian Møller Jacobsen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN A,,Rahaf Alothman,,Victoria Smestadmoen,"21/12,21/6",Rahaf Alothman,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN A,,Victoria Smestadmoen,,Frida Bjørvik Løvheim,"21/16,21/14",Victoria Smestadmoen,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN A,,Rahaf Alothman,,Frida Bjørvik Løvheim,"21/9,21/5",Rahaf Alothman,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Hermod Holte Haugland,,Tobias Myhre,"21/13,21/14",Hermod Holte Haugland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Tobias Myhre,,Naruebet Buakaew,"21/10,21/7",Tobias Myhre,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Hermod Holte Haugland,,Erlend Stormo,"21/14,22/20",Hermod Holte Haugland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Tobias Myhre,,Hermod Holte Haugland,"17/21,21/17,21/19",Tobias Myhre,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Marius Waagø Valø,,Thomas Mortensen,"21/12,21/19",Marius Waagø Valø,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Hermod Holte Haugland,,Thomas Mortensen,"21/18,21/11",Hermod Holte Haugland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Tobias Myhre,,Svein Brenna,"21/15,21/5",Tobias Myhre,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Svein Brenna,,Marius Waagø Valø,"21/15,21/7",Svein Brenna,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Tobias Myhre,,Thomas Mortensen,"21/11,21/15",Tobias Myhre,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Hermod Holte Haugland,,Marius Waagø Valø,"21/10,21/16",Hermod Holte Haugland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Svein Brenna,,Thomas Mortensen,"21/15,21/11",Svein Brenna,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Hermod Holte Haugland,,Svein Brenna,"21/11,21/12",Hermod Holte Haugland,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Tobias Myhre,,Marius Waagø Valø,"21/13,21/17",Tobias Myhre,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Erlend Stormo,,Naruebet Buakaew,"17/21,21/19,21/12",Erlend Stormo,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Osman Bekri Khan,,Vinn Quang Tran,"21/16,21/17",Osman Bekri Khan,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Naruebet Buakaew,,Osman Bekri Khan,"21/17,21/15",Naruebet Buakaew,
2017/2018,Sandefjord SaBK Ferske Fjes,30.09.2017,SEN C,,Erlend Stormo,,Muhammad Reza Mirzaali,"21/16,21/3",Erlend Stormo,
