Plass.,Spiller-Id,Navn,Klasse,Poeng
1,105408,"Julie Marie Andersen Abusdal, Kristiansand",E,1528
2,105826,"Aimee Hong, Haugerud",E,1336
3,102635,"Marie Christensen, Frogner",E,972
4,102422,"Solvår S Flåten Jørgensen, Moss",E,587
5,103494,"Rikke Østhassel, Kristiansand",E,560
6,105206,"Ingvild Håland, NTNUI",E,548
7,102533,"Elisa Wiborg, Haugerud",E,519
8,102463,"Vilde Espeseth, Kristiansand",E,516
9,107513,"Kristine  Grande Ødegårdstuen, Moss",A,425
10,107134,"June  Bøhn, Kristiansand",A,396
11,111470,"Cecilie Welle Bay , Ålesund",A,384
12,102275,"Natalie Kristensen, Moss",A,370
13,106632,"Elise Lærkerød Jelsness, Bygdø",A,360
14,100003,"Helene Abusdal, Kristiansand",A,325
15,109656,"Maja Morvik Kragholm, Kristiansand",A,294
16,109464,"Emma Yasmin Ruud, Moss",A,290
17,109064,"Frida Bjørvik Løvheim, Sandefjord",A,276
17,107206,"Katja Botcharova Ellingsen, Bergen",A,276
19,107130,"Marie  Mørk, Kristiansand",A,272
19,112454,"Dianne Christine Geronimo, Trondheim",A,272
21,109545,"Nicoline Wærsten, Kristiansand",A,248
22,104509,"Vera Botcharova Ellingsen, Bergen",A,244
23,108394,"Alda Karen Jònsdòttir, Sandefjord",A,238
24,108927,"Celina Nha-Mi-Thanh, OSI",A,226
25,100681,"Jeanette Svendsen, Vestre Aker",A,220
25,101285,"Randi Selle, Stavanger",A,220
27,107127,"Delia Murtazalieva, Haugerud",A,200
27,109878,"Sofie Jin Reistadbakk, Haugerud",A,200
29,100899,"Randi Ulla Nogva, Norborg",A,196
30,104436,"Emma Søvik, NTNUI",A,194
30,106696,"Ane Hofstad Lycke, NTNUI",A,194
32,109857,"Vilma Aasheim-Engen, Frogner",A,192
32,107439,"Selma Kvarenes Bjørnestøl, Kristiansand",A,192
34,106220,"Camilla Stokkaune, Orkanger",A,184
35,100862,"Anne Klyve, Asker",A,180
36,108076,"Sara Buvik, NTNUI",A,178
37,110648,"Marie Gade Brask, Kristiansand",A,176
38,102732,"Iris Hagen, Stavanger",A,174
39,108760,"Karianne Zhang, Haugerud",A,172
40,100550,"Minh Nhu Thai, Klemetsrud",A,170
41,105219,"Mei Yang, Vestre Aker",A,152
41,104278,"Live Hov Grønbech, Frogner",A,152
43,100193,"Monica Halvorsen, Frogner",A,151
