Season,Tournament Name,Date,Tournament Class,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Vegar Næss,"21/8,21/12",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Dag Rune Vellene,"21/11,21/11",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Marek Kwiatkowski,"21/3,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Marco Torgersen,"21/9,21/12",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Joakim Andreassen,"22/20,21/14",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Marco Torgersen,"21/12,21/1",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Joakim Andreassen,,Nikolai Korostel,"21/12,21/16",Joakim Andreassen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Marek Kwiatkowski,"21/17,21/7",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Nikolai Korostel,,Marco Torgersen,"21/18,23/21",Nikolai Korostel,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Nikolai Korostel,"21/12,21/16",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Joakim Andreassen,"21/13,21/3",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Joakim Andreassen,,Marco Torgersen,"21/0,21/0",Joakim Andreassen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Nikolai Korostel,"21/4,21/4",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Kim Steve Nystad,,Arild Hammeren,"21/17,21/17",Kim Steve Nystad,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Aleksander  Røeggen Johansen,"21/9,21/6",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Arild Hammeren,"21/7,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Arild Hammeren,,Aleksander  Røeggen Johansen,"21/1,21/1",Arild Hammeren,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Dag Rune Vellene,"21/7,21/7",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Kim Steve Nystad,"20/22,21/15,21/8",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Arild Hammeren,"21/15,21/7",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Kim Steve Nystad,,Aleksander  Røeggen Johansen,"21/1,21/1",Kim Steve Nystad,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Aleksander  Røeggen Johansen,"21/0,21/0",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Kim Steve Nystad,"21/11,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Vegar Næss,"21/8,21/12",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Dag Rune Vellene,"21/11,21/11",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Marek Kwiatkowski,"21/3,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Marco Torgersen,"21/9,21/12",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Joakim Andreassen,"22/20,21/14",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Marco Torgersen,"21/12,21/1",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Joakim Andreassen,,Nikolai Korostel,"21/12,21/16",Joakim Andreassen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Marek Kwiatkowski,"21/17,21/7",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Nikolai Korostel,,Marco Torgersen,"21/18,23/21",Nikolai Korostel,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Marek Kwiatkowski,,Nikolai Korostel,"21/12,21/16",Marek Kwiatkowski,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Joakim Andreassen,"21/13,21/3",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Joakim Andreassen,,Marco Torgersen,"21/0,21/0",Joakim Andreassen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Vegar Næss,,Nikolai Korostel,"21/4,21/4",Vegar Næss,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Kim Steve Nystad,,Arild Hammeren,"21/17,21/17",Kim Steve Nystad,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Aleksander  Røeggen Johansen,"21/9,21/6",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Arild Hammeren,"21/7,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Arild Hammeren,,Aleksander  Røeggen Johansen,"21/1,21/1",Arild Hammeren,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Dag Rune Vellene,"21/7,21/7",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Kim Steve Nystad,"20/22,21/15,21/8",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Arild Hammeren,"21/15,21/7",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Kim Steve Nystad,,Aleksander  Røeggen Johansen,"21/1,21/1",Kim Steve Nystad,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Dag Rune Vellene,,Aleksander  Røeggen Johansen,"21/0,21/0",Dag Rune Vellene,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Jarle Grann,,Kim Steve Nystad,"21/11,21/9",Jarle Grann,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Karina Andersen,,Yvonne Jørstad,"21/18,21/19",Karina Andersen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Irene Johnsen,,Violetta Roskova,"21/13,21/16",Irene Johnsen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Violetta Roskova,,Yvonne Jørstad,"22/20,21/10",Violetta Roskova,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Karina Andersen,,Irene Johnsen,"17/21,21/15,21/17",Karina Andersen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Irene Johnsen,,Yvonne Jørstad,"21/14,21/5",Irene Johnsen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,,Karina Andersen,,Violetta Roskova,"21/14,21/8",Karina Andersen,
2018/2019,Tana Finnmarksmesterskapet 2019,26.01.2019,SEN A,Vegar Næss,Hendry Nordli,Jarle Grann,Freddy Øien,"21/12,21/17",Vegar Næss,Hendry Nordli
