Plass.,Spiller-Id,Navn,Klasse,Poeng
1,102438,"Peter Rønn Stensæth, Vestre Aker",E,1552
2,100036,"Marius Myhre, Haugerud",E,1456
3,102611,"Vegard Rikheim, Frogner",E,1424
4,109474,"Ikmal Hussain Jaafar, Kristiansand",E,1216
5,102612,"Mattias Xu, Frogner",E,1000
6,102642,"Torjus Flåtten, Frogner",E,976
7,102646,"Tobias Krømke, Sandefjord",E,648
8,102932,"Mads Marum, Kristiansand",E,532
9,100729,"Jørgen Rosenlund, Moss",E,512
10,104510,"Markus Barth, Bergen",A,432
11,102819,"Carl Christian Møller Jacobsen, Sandefjord",A,422
12,100664,"Geir Storvik, Bærum",A,396
13,104643,"Simen Lexander, Askøy",A,392
14,100773,"Karl Ødegård, Bergen",A,368
15,102860,"Toheed Ahmed Saeed, Frogner",A,352
16,105721,"Bharath Kumar Balasingam, Bergen",A,328
17,101187,"Carl Christian Hem, Sandefjord",A,325
18,102905,"Carl Christian Mork, Asker",A,300
19,105802,"Jiawen Shi, Bærum",A,292
20,100702,"Thor Christian Tallaksen, Mandal",A,278
21,105891,"Carlo Alonzo Agustin, Mandal",A,264
21,103665,"Sigbjørn Honve, Bergen",A,264
23,105509,"Keveen Kumar Balasingam, Sotra",A,260
24,100343,"Steinar Klausen, Moss",A,257
25,107454,"Kristoffer Robin Olsen, Sandefjord",A,256
25,111600,"Jonas Arly Rasmussen, Danmark",A,256
27,100010,"Jim Ronny Andersen, Kristiansand",A,255
28,107098,"Fredrik Vabø Helset, Sotra",A,252
29,100996,"Arben Holstad, Vestre Aker",A,248
29,103497,"Jonas Østhassel, Kristiansand",A,248
31,102291,"Anders Leirud, Frogner",A,244
31,102488,"Lasse Nyheim, Tromsø",A,244
33,104286,"Ludvig Smith-Meyer, Sandefjord",A,234
34,106427,"Andreas Andersen, Bergen",A,230
35,100310,"Fredrik Lian, Norborg",A,220
36,104937,"Danila Gataullin, Kristiansand",A,212
37,101472,"Eirik Paulsen, Stavanger",A,211
38,101358,"Petter Svendsen, Trondheim",A,208
38,100540,"Pål Endre Pedersen, Haugerud",A,208
40,103539,"Amund Rikheim Huus, Frogner",A,200
41,102521,"Joel Collard, Vestre Aker",A,198
42,104952,"Erlend Engesæter Bognøy, Sotra",A,188
43,101280,"Mats Lervåg, Bergen",A,185
44,102897,"Erlend Kruksve, Bergen",A,184
45,104935,"Iver Aalberg, Leksvik",A,172
46,105161,"Martin Grøtterød, Sandefjord",A,168
47,101992,"Sturla Flåten Jørgensen, Haugerud",A,167
48,107588,"Karel Eriksson, Sandefjord",A,164
48,100471,"Nauman Majid, Haugerud",A,164
50,100476,"Jan Frode Neverdal, Grimstad",A,162
50,103915,"Hans Andreas Karlsen, Hammerfest",A,162
52,103917,"Ole Herman Imset, Sandefjord",A,156
52,103695,"Øystein Hovden Eimind, Sandefjord",A,156
54,107635,"Martin Enghaug, Moss",A,154
55,100311,"Christian S. Johnsen, Bygdø",A,152
55,104362,"Joachim Skjønhaug, Frogner",A,152
57,105519,"Petter Polden, Sotra",B,148
58,104852,"Isak L. Hasselvold, Grong",B,146
58,103349,"Robert Hoeggen, Rissa",B,146
60,104306,"Dimiter Ivanov, Asker",B,144
60,108634,"Frank Heggen, Asker",B,144
62,106572,"Olav Sagård Roalkvam, Asker",B,140
63,102709,"Arild Mevatne, Bergen",B,134
64,103109,"Rolf Ove Karlsen, Verdal",B,128
64,101194,"Ole Andreas Hansen, Vestre Aker",B,128
64,111991,"Marin Marinov, Bulgaria",B,128
67,108999,"Andreas Nordhøy, Grong",B,126
